parent_id,parent_kode_dagri,kode_bps,nama_bps,kode_dagri,nama_dagri,kode_pos
3372,33.72,3372030,"PASAR KLIWON",33.72.03,"PASAR KLIWON","57111;57112;57113;57114;57115;57116;57117;57118;57119"
3372,33.72,3372040,"JEBRES",33.72.04,"JEBRES","57121;57122;57123;57124;57125;57126;57127;57128;57129"
3372,33.72,3372050,"BANJARSARI",33.72.05,"BANJARSARI","57131;57132;57133;57134;57135;57136;57137;57138;57139"
3373,33.73,3373010,"ARGOMULYO",33.73.03,"ARGOMULYO","50731;50732;50733;50734;50735;50736"
3373,33.73,3373020,"TINGKIR",33.73.02,"TINGKIR","50741;50742;50743;50744;50745;50746"
3373,33.73,3373030,"SIDOMUKTI",33.73.04,"SIDOMUKTI","50721;50722;50723;50724"
3373,33.73,3373040,"SIDOREJO",33.73.01,"SIDOREJO","50711;50712;50713;50714;50715;50716"
3374,33.74,3374010,"MIJEN",33.74.14,"MIJEN","50211;50212;50213;50214;50215;50216;50217;50218;50219"
3374,33.74,3374020,"GUNUNG PATI",33.74.12,"GUNUNGPATI","50221;50222;50223;50224;50225;50227;50228;50229"
3374,33.74,3374030,"BANYUMANIK",33.74.11,"BANYUMANIK","50261;50262;50264;50265;50266;50267;50268;50269"
3374,33.74,3374040,"GAJAH MUNGKUR",33.74.09,"GAJAHMUNGKUR",
3374,33.74,3374050,"SEMARANG SELATAN",33.74.07,"SEMARANG SELATAN","50241;50242;50243;50244;50245;50246"
3374,33.74,3374060,"CANDISARI",33.74.08,"CANDISARI","50251;50252;50254;50256;50257"
3374,33.74,3374070,"TEMBALANG",33.74.10,"TEMBALANG","50271;50272;50273;50274;50275;50276;50277;50278;50279"
3374,33.74,3374080,"PEDURUNGAN",33.74.06,"PEDURUNGAN","50191;50193;50195;50198;50199"
3374,33.74,3374090,"GENUK",33.74.05,"GENUK","50114;50116;50117;50118"
3374,33.74,3374100,"GAYAMSARI",33.74.04,"GAYAMSARI",
3374,33.74,3374110,"SEMARANG TIMUR",33.74.03,"SEMARANG TIMUR","50121;50122;50123;50124;50125;50126;50127;50128"
3374,33.74,3374120,"SEMARANG UTARA",33.74.02,"SEMARANG UTARA","50171;50172;50173;50174;50175;50176"
3374,33.74,3374130,"SEMARANG TENGAH",33.74.01,"SEMARANG TENGAH","50132;50133;50134;50135;50136;50137;50138;50139"
3374,33.74,3374140,"SEMARANG BARAT",33.74.13,"SEMARANG BARAT","50141;50142;50143;50144;50145;50146;50147;50148;50149"
3374,33.74,3374150,"TUGU",33.74.16,"TUGU","50151;50152;50153;50154"
3374,33.74,3374160,"NGALIYAN",33.74.15,"NGALIYAN","50181;50182;50183;50184;50185;50186;50187;50188;50189"
3375,33.75,3375010,"PEKALONGAN BARAT",33.75.01,"PEKALONGAN BARAT","51111;51112;51113;51115;51116;51119"
3375,33.75,3375020,"PEKALONGAN TIMUR",33.75.02,"PEKALONGAN TIMUR","51121;51122;51123;51124;51127;51129"
3375,33.75,3375030,"PEKALONGAN SELATAN",33.75.04,"PEKALONGAN SELATAN","51131;51132;51133;51134;51136;51138"
3375,33.75,3375040,"PEKALONGAN UTARA",33.75.03,"PEKALONGAN UTARA","51141;51142;51143;51144;51147;51148"
3376,33.76,3376010,"TEGAL SELATAN",33.76.03,"TEGAL SELATAN","52131;52132;52133;52134;52135;52136;52137;52138"
3376,33.76,3376020,"TEGAL TIMUR",33.76.02,"TEGAL TIMUR","52121;52122;52123;52124;52125"
3376,33.76,3376030,"TEGAL BARAT",33.76.01,"TEGAL BARAT","52111;52112;52113;52114;52115;52116;52117"
3376,33.76,3376040,"MARGADANA",33.76.04,"MARGADANA","52141;52142;52143;52144;52145;52146;52147"
3401,34.01,3401010,"TEMON",34.01.01,"TEMON","55654"
3401,34.01,3401020,"WATES",34.01.02,"WATES","55611;55612;55613;55614;55615;55616;55617;55618"
3401,34.01,3401030,"PANJATAN",34.01.03,"PANJATAN","55655"
3401,34.01,3401040,"GALUR",34.01.04,"GALUR","55662"
3401,34.01,3401050,"LENDAH",34.01.05,"LENDAH","55663"
3401,34.01,3401060,"SENTOLO",34.01.06,"SENTOLO","55664"
3401,34.01,3401070,"PENGASIH",34.01.07,"PENGASIH","55652"
3401,34.01,3401080,"KOKAP",34.01.08,"KOKAP","55653"
3401,34.01,3401090,"GIRIMULYO",34.01.09,"GIRIMULYO","55674"
3401,34.01,3401100,"NANGGULAN",34.01.10,"NANGGULAN","55671"
3401,34.01,3401110,"KALIBAWANG",34.01.12,"KALIBAWANG","55672"
3401,34.01,3401120,"SAMIGALUH",34.01.11,"SAMIGALUH","55673"
3402,34.02,3402010,"SRANDAKAN",34.02.01,"SRANDAKAN","55762"
3402,34.02,3402020,"SANDEN",34.02.02,"SANDEN","55763"
3402,34.02,3402030,"KRETEK",34.02.03,"KRETEK","55772"
3402,34.02,3402040,"PUNDONG",34.02.04,"PUNDONG","55771"
3402,34.02,3402050,"BAMBANG LIPURO",34.02.05,"BAMBANGLIPURO","55764"
3402,34.02,3402060,"PANDAK",34.02.06,"PANDAK","55761"
3402,34.02,3402070,"BANTUL",34.02.08,"BANTUL","55711;55712;55713;55714;55715"
3402,34.02,3402080,"JETIS",34.02.09,"JETIS","55781"
3402,34.02,3402090,"IMOGIRI",34.02.10,"IMOGIRI","55782"
3402,34.02,3402100,"DLINGO",34.02.11,"DLINGO","55783"
3402,34.02,3402110,"PLERET",34.02.13,"PLERET","55791"
3402,34.02,3402120,"PIYUNGAN",34.02.14,"PIYUNGAN","55792"
3402,34.02,3402130,"BANGUNTAPAN",34.02.12,"BANGUNTAPAN","55798"
3402,34.02,3402140,"SEWON",34.02.15,"SEWON","55797"
3402,34.02,3402150,"KASIHAN",34.02.16,"KASIHAN","55799"
3402,34.02,3402160,"PAJANGAN",34.02.07,"PAJANGAN","55751"
3402,34.02,3402170,"SEDAYU",34.02.17,"SEDAYU","55752;55753"
3403,34.03,3403010,"PANGGANG",34.03.06,"PANGGANG","55872"
3403,34.03,3403011,"PURWOSARI",34.03.18,"PURWOSARI","55873"
3403,34.03,3403020,"PALIYAN",34.03.05,"PALIYAN","55871"
3403,34.03,3403030,"SAPTOSARI",34.03.15,"SAPTOSARI","55874"
3403,34.03,3403040,"TEPUS",34.03.07,"TEPUS","55881"
3403,34.03,3403041,"TANJUNGSARI",34.03.17,"TANJUNGSARI","55882"
3403,34.03,3403050,"RONGKOP",34.03.11,"RONGKOP","55883"
3403,34.03,3403051,"GIRISUBO",34.03.16,"GIRISUBO","55884"
3403,34.03,3403060,"SEMANU",34.03.08,"SEMANU","55893"
3403,34.03,3403070,"PONJONG",34.03.10,"PONJONG","55892"
3403,34.03,3403080,"KARANGMOJO",34.03.09,"KARANGMOJO","55891"
3403,34.03,3403090,"WONOSARI",34.03.01,"WONOSARI","55811;55812;55813;55814;55815;55816;55817;55818;55819"
3403,34.03,3403100,"PLAYEN",34.03.03,"PLAYEN","55861"
3403,34.03,3403110,"PATUK",34.03.04,"PATUK","55862"
3403,34.03,3403120,"GEDANGSARI",34.03.14,"GEDANGSARI","55855"
3403,34.03,3403130,"NGLIPAR",34.03.02,"NGLIPAR","55852"
3403,34.03,3403140,"NGAWEN",34.03.13,"NGAWEN","55853"
3403,34.03,3403150,"SEMIN",34.03.12,"SEMIN","55854"
3404,34.04,3404010,"MOYUDAN",34.04.03,"MOYUDAN","55563"
3404,34.04,3404020,"MINGGIR",34.04.04,"MINGGIR","55562"
3404,34.04,3404030,"SEYEGAN",34.04.05,"SEYEGAN","55561"
3404,34.04,3404040,"GODEAN",34.04.02,"GODEAN","55564"
3404,34.04,3404050,"GAMPING",34.04.01,"GAMPING","55599"
3404,34.04,3404060,"MLATI",34.04.06,"MLATI","55597"
3404,34.04,3404070,"DEPOK",34.04.07,"DEPOK","55598"
3404,34.04,3404080,"BERBAH",34.04.08,"BERBAH","55573"
3404,34.04,3404090,"PRAMBANAN",34.04.09,"PRAMBANAN","55572"
3404,34.04,3404100,"KALASAN",34.04.10,"KALASAN","55571"
3404,34.04,3404110,"NGEMPLAK",34.04.11,"NGEMPLAK","55584"
3404,34.04,3404120,"NGAGLIK",34.04.12,"NGAGLIK","55581"
3404,34.04,3404130,"SLEMAN",34.04.13,"SLEMAN","55511;55512;55513;55514;55515"
3404,34.04,3404140,"TEMPEL",34.04.14,"TEMPEL","55552"
3404,34.04,3404150,"TURI",34.04.15,"TURI","55551"
3404,34.04,3404160,"PAKEM",34.04.16,"PAKEM","55582"
3404,34.04,3404170,"CANGKRINGAN",34.04.17,"CANGKRINGAN","55583"
3471,34.71,3471010,"MANTRIJERON",34.71.08,"MANTRIJERON","55141;55142;55143"
3471,34.71,3471020,"KRATON",34.71.09,"KRATON","55131;55132;55133"
3471,34.71,3471030,"MERGANGSAN",34.71.12,"MERGANGSAN","55151;55152;55153"
3471,34.71,3471040,"UMBULHARJO",34.71.13,"UMBULHARJO","55161;55162;55163;55164;55165;55166;55167"
3471,34.71,3471050,"KOTAGEDE",34.71.14,"KOTAGEDE","55171;55172;55173"
3471,34.71,3471060,"GONDOKUSUMAN",34.71.03,"GONDOKUSUMAN","55221;55222;55223;55224;55225"
3471,34.71,3471070,"DANUREJAN",34.71.04,"DANUREJAN","55211;55212;55213"
3471,34.71,3471080,"PAKUALAMAN",34.71.11,"PAKUALAMAN","55111;55112"
3471,34.71,3471090,"GONDOMANAN",34.71.10,"GONDOMANAN","55121;55122"
3471,34.71,3471100,"NGAMPILAN",34.71.06,"NGAMPILAN","55261;55262"
3471,34.71,3471110,"WIROBRAJAN",34.71.07,"WIROBRAJAN","55251;55252;55253"
3471,34.71,3471120,"GEDONG TENGEN",34.71.05,"GEDONGTENGEN","55271;55272"
3471,34.71,3471130,"JETIS",34.71.02,"JETIS","55231;55232;55233"
3471,34.71,3471140,"TEGALREJO",34.71.01,"TEGALREJO","55241;55242;55243;55244"
3501,35.01,3501010,"DONOROJO",35.01.01,"DONOROJO","63554"
3501,35.01,3501020,"PUNUNG",35.01.03,"PUNUNG","63553"
3501,35.01,3501030,"PRINGKUKU",35.01.02,"PRINGKUKU","63552"
3501,35.01,3501040,"PACITAN",35.01.04,"PACITAN","63511;63512;63513;63514;63515;63516;63517;63518;63519"
3501,35.01,3501050,"KEBONAGUNG",35.01.05,"KEBONAGUNG","63561"
3501,35.01,3501060,"ARJOSARI",35.01.06,"ARJOSARI","63581"
3501,35.01,3501070,"NAWANGAN",35.01.07,"NAWANGAN","63584"
3501,35.01,3501080,"BANDAR",35.01.08,"BANDAR","63583"
3501,35.01,3501090,"TEGALOMBO",35.01.09,"TEGALOMBO","63582"
3501,35.01,3501100,"TULAKAN",35.01.10,"TULAKAN","63571"
3501,35.01,3501110,"NGADIROJO",35.01.11,"NGADIROJO","63572"
3501,35.01,3501120,"SUDIMORO",35.01.12,"SUDIMORO","63573"
3502,35.02,3502010,"NGRAYUN",35.02.02,"NGRAYUN","63464"
3502,35.02,3502020,"SLAHUNG",35.02.01,"SLAHUNG","63463"
3502,35.02,3502030,"BUNGKAL",35.02.03,"BUNGKAL","63462"
3502,35.02,3502040,"SAMBIT",35.02.04,"SAMBIT","63474"
3502,35.02,3502050,"SAWOO",35.02.05,"SAWOO","63475"
3502,35.02,3502060,"SOOKO",35.02.06,"SOOKO","63482"
3502,35.02,3502061,"PUDAK",35.02.21,"PUDAK","63483"
3502,35.02,3502070,"PULUNG",35.02.07,"PULUNG","63481"
3502,35.02,3502080,"MLARAK",35.02.08,"MLARAK","63472"
3502,35.02,3502090,"SIMAN",35.02.10,"SIMAN","63471"
3502,35.02,3502100,"JETIS",35.02.09,"JETIS","63473"
3502,35.02,3502110,"BALONG",35.02.11,"BALONG","63461"
3502,35.02,3502120,"KAUMAN",35.02.12,"KAUMAN","63451"
3502,35.02,3502130,"JAMBON",35.02.20,"JAMBON","63456"
3502,35.02,3502140,"BADEGAN",35.02.13,"BADEGAN","63455"
3502,35.02,3502150,"SAMPUNG",35.02.14,"SAMPUNG","63454"
3502,35.02,3502160,"SUKOREJO",35.02.15,"SUKOREJO","63453"
3502,35.02,3502170,"PONOROGO",35.02.17,"PONOROGO","63411;63412;63413;63414;63415;63416;63417;63418;63419"
3502,35.02,3502180,"BABADAN",35.02.16,"BABADAN","63491"
3502,35.02,3502190,"JENANGAN",35.02.18,"JENANGAN","63492"
3502,35.02,3502200,"NGEBEL",35.02.19,"NGEBEL","63493"
3503,35.03,3503010,"PANGGUL",35.03.01,"PANGGUL","66365;66364"
3503,35.03,3503020,"MUNJUNGAN",35.03.02,"MUNJUNGAN","66365;66364"
3503,35.03,3503030,"WATULIMO",35.03.08,"WATULIMO","66382"
3503,35.03,3503040,"KAMPAK",35.03.07,"KAMPAK","66373"
3503,35.03,3503050,"DONGKO",35.03.04,"DONGKO","66363"
3503,35.03,3503060,"PULE",35.03.03,"PULE","66362"
3503,35.03,3503070,"KARANGAN",35.03.06,"KARANGAN","66361"
3503,35.03,3503071,"SURUH",35.03.14,"SURUH","66366"
3503,35.03,3503080,"GANDUSARI",35.03.10,"GANDUSARI","66372"
3503,35.03,3503090,"DURENAN",35.03.13,"DURENAN","66381"
3503,35.03,3503100,"POGALAN",35.03.12,"POGALAN","66371"
3503,35.03,3503110,"TRENGGALEK",35.03.11,"TRENGGALEK","66311;66312;66313;66314;66315;66316;66317;66318;66319"
3503,35.03,3503120,"TUGU",35.03.05,"TUGU","66352"
3503,35.03,3503130,"BENDUNGAN",35.03.09,"BENDUNGAN","66351"
3504,35.04,3504010,"BESUKI",35.04.15,"BESUKI","66275"
3504,35.04,3504020,"BANDUNG",35.04.17,"BANDUNG","66274"
3504,35.04,3504030,"PAKEL",35.04.18,"PAKEL","66273"
3504,35.04,3504040,"CAMPUR DARAT",35.04.16,"CAMPURDARAT","66272"
3504,35.04,3504050,"TANGGUNG GUNUNG",35.04.19,"TANGGUNGGUNUNG","66283"
3504,35.04,3504060,"KALIDAWIR",35.04.14,"KALIDAWIR","66281"
3504,35.04,3504070,"PUCANG LABAN",35.04.12,"PUCANGLABAN","66284"
3504,35.04,3504080,"REJOTANGAN",35.04.13,"REJOTANGAN","66293"
3504,35.04,3504090,"NGUNUT",35.04.11,"NGUNUT","66292"
3504,35.04,3504100,"SUMBERGEMPOL",35.04.10,"SUMBERGEMPOL","66291"
3504,35.04,3504110,"BOYOLANGU",35.04.02,"BOYOLANGU","66231;66232;66233;66234;66235;66236"
3504,35.04,3504120,"TULUNGAGUNG",35.04.01,"TULUNGAGUNG","66211;66212;66213;66214;66215;66216;66217;66218;66219"
3504,35.04,3504130,"KEDUNGWARU",35.04.03,"KEDUNGWARU","66221;66222;66223;66224;66225;66226;66227;66228;66229"
3504,35.04,3504140,"NGANTRU",35.04.04,"NGANTRU","66252"
3504,35.04,3504150,"KARANGREJO",35.04.08,"KARANGREJO","66253"
3504,35.04,3504160,"KAUMAN",35.04.05,"KAUMAN","66261"
3504,35.04,3504170,"GONDANG",35.04.09,"GONDANG","66263;66262"
3504,35.04,3504180,"PAGER WOJO",35.04.06,"PAGERWOJO","66263;66262"
3504,35.04,3504190,"SENDANG",35.04.07,"SENDANG","66254"
3505,35.05,3505010,"BAKUNG",35.05.05,"BAKUNG","66163"
3505,35.05,3505020,"WONOTIRTO",35.05.08,"WONOTIRTO","66173"
3505,35.05,3505030,"PANGGUNGREJO",35.05.13,"PANGGUNGREJO","66174"
3505,35.05,3505040,"WATES",35.05.20,"WATES","66194"
3505,35.05,3505050,"BINANGUN",35.05.16,"BINANGUN","66193"
3505,35.05,3505060,"SUTOJAYAN",35.05.12,"SUTOJAYAN","66172"
3505,35.05,3505070,"KADEMANGAN",35.05.04,"KADEMANGAN","66161"
3505,35.05,3505080,"KANIGORO",35.05.10,"KANIGORO","66171"
3505,35.05,3505090,"TALUN",35.05.14,"TALUN","66183"
3505,35.05,3505100,"SELOPURO",35.05.22,"SELOPURO","66185"
3505,35.05,3505110,"KESAMBEN",35.05.19,"KESAMBEN","66191"
3505,35.05,3505120,"SELOREJO",35.05.21,"SELOREJO","66192"
3505,35.05,3505130,"DOKO",35.05.18,"DOKO","66186;66182"
3505,35.05,3505140,"WLINGI",35.05.17,"WLINGI","66184"
3505,35.05,3505150,"GANDUSARI",35.05.15,"GANDUSARI","66187"
3505,35.05,3505160,"GARUM",35.05.11,"GARUM","66186;66182"
3505,35.05,3505170,"NGLEGOK",35.05.09,"NGLEGOK","66181"
3505,35.05,3505180,"SANANKULON",35.05.07,"SANANKULON","66151"
3505,35.05,3505190,"PONGGOK",35.05.06,"PONGGOK","66153"
3505,35.05,3505200,"SRENGAT",35.05.03,"SRENGAT","66152"
3505,35.05,3505210,"WONODADI",35.05.01,"WONODADI","66155"
3505,35.05,3505220,"UDANAWU",35.05.02,"UDANAWU","66154"
3506,35.06,3506010,"MOJO",35.06.02,"MOJO","64162"
3506,35.06,3506020,"SEMEN",35.06.01,"SEMEN","64161"
3506,35.06,3506030,"NGADILUWIH",35.06.04,"NGADILUWIH","64171;64174"
3506,35.06,3506040,"KRAS",35.06.03,"KRAS","64172;64176"
3506,35.06,3506050,"RINGINREJO",35.06.23,"RINGINREJO","64172;64176"
3506,35.06,3506060,"KANDAT",35.06.05,"KANDAT","64173"
3506,35.06,3506070,"WATES",35.06.06,"WATES","64171;64175;64174"
3506,35.06,3506080,"NGANCAR",35.06.07,"NGANCAR","64191;64192"
3506,35.06,3506090,"PLOSOKLATEN",35.06.09,"PLOSOKLATEN","64175;64174"
3506,35.06,3506100,"GURAH",35.06.10,"GURAH","64182;64181;64184"
3506,35.06,3506110,"PUNCU",35.06.08,"PUNCU","64191;64192"
3506,35.06,3506120,"KEPUNG",35.06.18,"KEPUNG","64193"
3506,35.06,3506130,"KANDANGAN",35.06.19,"KANDANGAN","64194"
3506,35.06,3506140,"PARE",35.06.17,"PARE","64195"
3506,35.06,3506141,"BADAS",35.06.26,"BADAS","64196"
3506,35.06,3506150,"KUNJANG",35.06.21,"KUNJANG","64156"
3506,35.06,3506160,"PLEMAHAN",35.06.16,"PLEMAHAN","64155"
3506,35.06,3506170,"PURWOASRI",35.06.15,"PURWOASRI","64151;64154"
3506,35.06,3506180,"PAPAR",35.06.14,"PAPAR","64153"
3506,35.06,3506190,"PAGU",35.06.11,"PAGU","64183"
3506,35.06,3506191,"KAYEN KIDUL",35.06.24,"KAYEN KIDUL","64185"
3506,35.06,3506200,"GAMPENGREJO",35.06.12,"GAMPENGREJO","64182;64181"
3506,35.06,3506201,"NGASEM",35.06.25,"NGASEM","64181;64184"
3506,35.06,3506210,"BANYAKAN",35.06.22,"BANYAKAN","64157"
3506,35.06,3506220,"GROGOL",35.06.13,"GROGOL","64151"
3506,35.06,3506230,"TAROKAN",35.06.20,"TAROKAN","64152"
3507,35.07,3507010,"DONOMULYO",35.07.01,"DONOMULYO","65167"
3507,35.07,3507020,"KALIPARE",35.07.11,"KALIPARE","65166"
3507,35.07,3507030,"PAGAK",35.07.02,"PAGAK","65168;65176"
3507,35.07,3507040,"BANTUR",35.07.03,"BANTUR","65179"
3507,35.07,3507050,"GEDANGAN",35.07.29,"GEDANGAN","65178"
3507,35.07,3507060,"SUMBERMANJING WETAN",35.07.04,"SUMBERMANJING WETAN","65176"
3507,35.07,3507070,"DAMPIT",35.07.05,"DAMPIT","65181"
3507,35.07,3507080,"TIRTOYUDO",35.07.30,"TIRTOYUDO","65182"
3507,35.07,3507090,"AMPELGADING",35.07.06,"AMPELGADING","65183"
3507,35.07,3507100,"PONCOKUSUMO",35.07.07,"PONCOKUSUMO","65159;65157;65153"
3507,35.07,3507110,"WAJAK",35.07.08,"WAJAK","65173"
3507,35.07,3507120,"TUREN",35.07.09,"TUREN","65175"
3507,35.07,3507130,"BULULAWANG",35.07.14,"BULULAWANG","65171"
3507,35.07,3507140,"GONDANGLEGI",35.07.10,"GONDANGLEGI","65174"
3507,35.07,3507150,"PAGELARAN",35.07.33,"PAGELARAN","65177"
3507,35.07,3507160,"KEPANJEN",35.07.13,"KEPANJEN","65163;65176"
3507,35.07,3507170,"SUMBERPUCUNG",35.07.12,"SUMBERPUCUNG","65165"
3507,35.07,3507180,"KROMENGAN",35.07.31,"KROMENGAN","65169"
3507,35.07,3507190,"NGAJUM",35.07.20,"NGAJUM",
3507,35.07,3507200,"WONOSARI",35.07.32,"WONOSARI","65161"
3507,35.07,3507210,"WAGIR",35.07.21,"WAGIR","65151;65158"
3507,35.07,3507220,"PAKISAJI",35.07.19,"PAKISAJI","65162"
3507,35.07,3507230,"TAJINAN",35.07.15,"TAJINAN","65176;65172"
3507,35.07,3507240,"TUMPANG",35.07.16,"TUMPANG","65156"
3507,35.07,3507250,"PAKIS",35.07.18,"PAKIS","65152;65154"
3507,35.07,3507260,"JABUNG",35.07.17,"JABUNG","65155;65157"
3507,35.07,3507270,"LAWANG",35.07.25,"LAWANG","65159;65157;65153;65176"
3507,35.07,3507280,"SINGOSARI",35.07.24,"SINGOSARI","65159;65157;65153"
3507,35.07,3507290,"KARANGPLOSO",35.07.23,"KARANGPLOSO","65152;65154"
3507,35.07,3507300,"DAU",35.07.22,"DAU","65151;65158"
3507,35.07,3507310,"PUJON",35.07.26,"PUJON","65192;65191"
3507,35.07,3507320,"NGANTANG",35.07.27,"NGANTANG","65192;65191"
3507,35.07,3507330,"KASEMBON",35.07.28,"KASEMBON","65193"
3508,35.08,3508010,"TEMPURSARI",35.08.01,"TEMPURSARI","67375"
3508,35.08,3508020,"PRONOJIWO",35.08.02,"PRONOJIWO","67374"
3508,35.08,3508030,"CANDIPURO",35.08.03,"CANDIPURO","67373"
3508,35.08,3508040,"PASIRIAN",35.08.04,"PASIRIAN","67372"
3508,35.08,3508050,"TEMPEH",35.08.05,"TEMPEH","67371"
3508,35.08,3508060,"LUMAJANG",35.08.10,"LUMAJANG","67311;67312;67313;67314;67315;67316;67319"
3508,35.08,3508061,"SUMBERSUKO",35.08.21,"SUMBERSUKO","67351"
3508,35.08,3508070,"TEKUNG",35.08.09,"TEKUNG","67381"
3508,35.08,3508080,"KUNIR",35.08.06,"KUNIR","67383"
3508,35.08,3508090,"YOSOWILANGUN",35.08.07,"YOSOWILANGUN","67382"
3508,35.08,3508100,"ROWOKANGKUNG",35.08.08,"ROWOKANGKUNG","67359"
3508,35.08,3508110,"JATIROTO",35.08.17,"JATIROTO","67355"
3508,35.08,3508120,"RANDUAGUNG",35.08.18,"RANDUAGUNG","67353;67354"
3508,35.08,3508130,"SUKODONO",35.08.15,"SUKODONO","67352"
3508,35.08,3508140,"PADANG",35.08.14,"PADANG","67363"
3508,35.08,3508150,"PASRUJAMBE",35.08.11,"PASRUJAMBE","67362"
3508,35.08,3508160,"SENDURO",35.08.12,"SENDURO","67361"
3508,35.08,3508170,"GUCIALIT",35.08.13,"GUCIALIT","67353;67354"
3508,35.08,3508180,"KEDUNGJAJANG",35.08.16,"KEDUNGJAJANG","67358"
3508,35.08,3508190,"KLAKAH",35.08.19,"KLAKAH","67356"
3508,35.08,3508200,"RANUYOSO",35.08.20,"RANUYOSO","67357"
3509,35.09,3509010,"KENCONG",35.09.02,"KENCONG","68167"
3509,35.09,3509020,"GUMUK MAS",35.09.04,"GUMUKMAS","68165"
3509,35.09,3509030,"PUGER",35.09.08,"PUGER",
3509,35.09,3509040,"WULUHAN",35.09.11,"WULUHAN",
3509,35.09,3509050,"AMBULU",35.09.12,"AMBULU",
3509,35.09,3509060,"TEMPUREJO",35.09.18,"TEMPUREJO",
3509,35.09,3509070,"SILO",35.09.30,"SILO","68184"
3509,35.09,3509080,"MAYANG",35.09.26,"MAYANG","68182"
3509,35.09,3509090,"MUMBULSARI",35.09.23,"MUMBULSARI","68174"
3509,35.09,3509100,"JENGGAWAH",35.09.16,"JENGGAWAH","68171"
3509,35.09,3509110,"AJUNG",35.09.17,"AJUNG","68175"
3509,35.09,3509120,"RAMBIPUJI",35.09.13,"RAMBIPUJI",
3509,35.09,3509130,"BALUNG",35.09.10,"BALUNG",
3509,35.09,3509140,"UMBULSARI",35.09.05,"UMBULSARI","68166"
3509,35.09,3509150,"SEMBORO",35.09.07,"SEMBORO",
3509,35.09,3509160,"JOMBANG",35.09.01,"JOMBANG","68168"
3509,35.09,3509170,"SUMBER BARU",35.09.03,"SUMBERBARU",
3509,35.09,3509180,"TANGGUL",35.09.06,"TANGGUL",
3509,35.09,3509190,"BANGSALSARI",35.09.09,"BANGSALSARI",
3509,35.09,3509200,"PANTI",35.09.14,"PANTI",
3509,35.09,3509210,"SUKORAMBI",35.09.15,"SUKORAMBI",
3509,35.09,3509220,"ARJASA",35.09.22,"ARJASA","68191;68194"
3509,35.09,3509230,"PAKUSARI",35.09.24,"PAKUSARI","68181"
3509,35.09,3509240,"KALISAT",35.09.27,"KALISAT","68193"
3509,35.09,3509250,"LEDOKOMBO",35.09.28,"LEDOKOMBO","68196"
3509,35.09,3509260,"SUMBERJAMBE",35.09.31,"SUMBERJAMBE","68195"
3509,35.09,3509270,"SUKOWONO",35.09.29,"SUKOWONO","68191;68194"
3509,35.09,3509280,"JELBUK",35.09.25,"JELBUK","68192"
3509,35.09,3509710,"KALIWATES",35.09.19,"KALIWATES","68131;68132;68133;68134;68135;68136;68137"
3509,35.09,3509720,"SUMBERSARI",35.09.21,"SUMBERSARI","68121;68122;68123;68124;68125;68126"
3509,35.09,3509730,"PATRANG",35.09.20,"PATRANG","68111;68112;68113;68114;68115;68116;68117;68118"
3510,35.10,3510010,"PESANGGARAN",35.10.01,"PESANGGARAN","68489"
3510,35.10,3510011,"SILIRAGUNG",35.10.22,"SILIRAGUNG","68489;68488"
3510,35.10,3510020,"BANGOREJO",35.10.02,"BANGOREJO","68487"
3510,35.10,3510030,"PURWOHARJO",35.10.03,"PURWOHARJO","68483"
3510,35.10,3510040,"TEGALDLIMO",35.10.04,"TEGALDLIMO","68484"
3510,35.10,3510050,"MUNCAR",35.10.05,"MUNCAR","68472"
3510,35.10,3510060,"CLURING",35.10.06,"CLURING","68482"
3510,35.10,3510070,"GAMBIRAN",35.10.07,"GAMBIRAN","68486"
3510,35.10,3510071,"TEGALSARI",35.10.23,"TEGALSARI","68491"
3510,35.10,3510080,"GLENMORE",35.10.10,"GLENMORE","68466"
3510,35.10,3510090,"KALIBARU",35.10.11,"KALIBARU","68467"
3510,35.10,3510100,"GENTENG",35.10.09,"GENTENG","68465"
3510,35.10,3510110,"SRONO",35.10.08,"SRONO","68471"
3510,35.10,3510120,"ROGOJAMPI",35.10.13,"ROGOJAMPI","68462"
3510,35.10,3510121,"BLIMBINGSARI",35.10.25,"BLIMBINGSARI",
3510,35.10,3510130,"KABAT",35.10.14,"KABAT","68461"
3510,35.10,3510140,"SINGOJURUH",35.10.12,"SINGOJURUH","68464"
3510,35.10,3510150,"SEMPU",35.10.20,"SEMPU","68468"
3510,35.10,3510160,"SONGGON",35.10.19,"SONGGON","68463"
3510,35.10,3510170,"GLAGAH",35.10.15,"GLAGAH","68454"
3510,35.10,3510171,"LICIN",35.10.24,"LICIN","68456"
3510,35.10,3510180,"BANYUWANGI",35.10.16,"BANYUWANGI","68411;68412;68413;68414;68415;68416;68417;68418;68419"
3510,35.10,3510190,"GIRI",35.10.17,"GIRI","68422;68423;68424;68425"
3510,35.10,3510200,"KALIPURO",35.10.21,"KALIPURO","68452"
3510,35.10,3510210,"WONGSOREJO",35.10.18,"WONGSOREJO","68453"
3511,35.11,3511010,"MAESAN",35.11.01,"MAESAN","68264;68262"
3511,35.11,3511020,"GRUJUGAN",35.11.06,"GRUJUGAN","68261"
3511,35.11,3511030,"TAMANAN",35.11.02,"TAMANAN","68263"
3511,35.11,3511031,"JAMBESARI DARUS SHOLAH",35.11.23,"JAMBESARI DARUS SHOLAH","68264;68262"
